"idpersona","idmatriculacion","idcarrera","idcohorte","carrera_siglas","carrera","tipo","lf","cohorte","cohorte_anio","estado"
"2639","2524","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2694","2575","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2712","2594","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2734","2616","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2737","2619","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2741","2623","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2770","2650","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2780","2657","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2781","2659","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2785","2664","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2786","2665","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2788","2666","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2790","2668","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2792","2669","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2787","2670","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2793","2671","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2794","2673","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2798","2676","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2808","2684","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2811","2687","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2825","2699","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2847","2745","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2944","2855","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2959","2874","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"3002","2931","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3459","3534","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"3471","3549","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3520","3613","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3545","3645","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3551","3658","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3763","3881","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3770","3888","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3774","3893","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3775","3895","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3776","3896","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3782","3902","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3784","3905","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3790","3911","1","1","GESTIONINI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3926","4052","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3925","4053","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3927","4054","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3928","4055","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3929","4056","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Abandonó"
"3930","4057","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3931","4058","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3932","4059","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Abandonó"
"3933","4060","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3938","4064","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Abandonó"
"3939","4069","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3390","4070","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
"3943","4072","2","2","PROGRAMACION","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","Trayecto","Formación de docentes en el área de medios y tecnologías","Septiembre 2016","2016","Aprobado"
